aged_completion_rate_median,aged_completion_rate_peak,cell_id,chaos_recovery_time_s,claim_p99_ms_median,claim_p99_ms_peak,completion_rate_median,completion_rate_peak,end_to_end_p99_ms_median,end_to_end_p99_ms_peak,enqueue_rate_median,enqueue_rate_peak,jobs_lost,missing,phase,phase_label,phase_type,producer_p99_ms_median,producer_p99_ms_peak,queue_depth_median,queue_depth_peak,rc,retryable_failure_rate_median,retryable_failure_rate_peak,run_dir,subscriber_p99_ms_median,subscriber_p99_ms_peak,system,worker_count
,,chaos_pg_backend_kill_pgque,,112.748,113.013,597.8987144112361,613.0248028933066,114.15950000000001,115.01,600.7319243307008,601.0489518175,,,B,recovery,clean,0.28434870473574847,0.3043198026716709,0.0,0.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pg_backend_kill-20260508T161211Z-dc7c4d,112.748,113.013,pgque,1
,,chaos_pg_backend_kill_pgmq,,41.0,67.0,601.6,605.2,51.0,78.0,601.6,602.0,,,B,baseline,clean,3.539809607900679,3.5644809249788523,3.5,5.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pg_backend_kill-20260508T161558Z-5b4211,41.0,67.0,pgmq,1
,,chaos_pg_backend_kill_pgmq,,15041.0,30021.0,0.0,539.6,15047.0,30025.0,0.0,538.8,,,B,kills,pg-backend-kill,1.7051720060408115,3.5542920231819153,0.0,0.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pg_backend_kill-20260508T161558Z-5b4211,15041.0,30021.0,pgmq,1
,,chaos_pg_backend_kill_pgmq,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,B,recovery,clean,0.0,0.0,0.0,0.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pg_backend_kill-20260508T161558Z-5b4211,0.0,0.0,pgmq,1
0.0,0.0,chaos_pool_exhaustion_awa,,18.507,31.007,599.9999618647339,601.711534573814,20.507,33.023,600.028136520255,601.6415195219188,,,B,baseline,clean,0.37150000000000005,0.504,0.0,15.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T161942Z-23bf6c,18.507,31.007,awa,1
0.0,0.0,chaos_pool_exhaustion_awa,,26.007,27.007,600.0060741073662,601.6359911885921,28.007,29.007,600.0176725126088,601.6806136499614,,,B,exhaustion,pool-exhaustion,0.4605,0.504,0.0,15.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T161942Z-23bf6c,26.007,27.007,awa,1
0.0,0.0,chaos_pool_exhaustion_awa,,13.007,15.007,599.9455384615774,601.6764308366738,16.007,17.007,599.9772833929936,601.5116491268599,,,B,recovery,clean,0.34450000000000003,0.369,0.0,15.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T161942Z-23bf6c,13.007,15.007,awa,1
,,chaos_pool_exhaustion_absurd,,39664.5,57708.0,204.8,217.6,39664.0,57710.0,600.9,601.2,,,B,baseline,clean,3.901565447449684,3.9498901460319757,23857.0,34678.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T162340Z-07e16c,39664.5,57708.0,absurd,1
,,chaos_pool_exhaustion_absurd,,79674.0,98411.0,195.2,204.8,79675.0,98412.0,601.1,601.6,,,B,exhaustion,pool-exhaustion,3.935242537409067,3.968785982578993,47885.5,59077.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T162340Z-07e16c,79674.0,98411.0,absurd,1
,,chaos_pool_exhaustion_absurd,,121236.0,140647.0,179.2,185.6,121237.0,140648.0,601.2,601.8,,,B,recovery,clean,3.940582973882556,3.9710099808871746,72767.5,84438.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T162340Z-07e16c,121236.0,140647.0,absurd,1
,,chaos_pool_exhaustion_oban,,14.0,15.0,242.57884293813956,248.4509294423346,,,242.67878297411795,248.4509294423346,,,B,baseline,clean,,,2.0,2.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T162725Z-70ee44,,,oban,1
,,chaos_pool_exhaustion_oban,,15.0,16.0,205.49727340724712,212.11515393842464,,,205.49727340724712,211.71531387445023,,,B,exhaustion,pool-exhaustion,,,2.0,3.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T162725Z-70ee44,,,oban,1
,,chaos_pool_exhaustion_oban,,16.0,16.0,208.59561432272983,211.91523390643744,,,208.59561432272983,212.11515393842464,,,B,recovery,clean,,,2.0,3.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T162725Z-70ee44,,,oban,1
,,chaos_pool_exhaustion_pgboss,,491.0,498.0,589.0,618.4,503.0,511.0,589.3,620.2,,,B,baseline,clean,3.0,3.0,52.5,265.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163114Z-c8f106,491.0,498.0,pgboss,1
,,chaos_pool_exhaustion_pgboss,,479.0,508.0,559.1,564.8,491.5,520.0,561.0,573.8,,,B,exhaustion,pool-exhaustion,3.140625,4.0,74.0,139.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163114Z-c8f106,479.0,508.0,pgboss,1
,,chaos_pool_exhaustion_pgboss,,378.0,387.0,565.0999999999999,574.8,390.5,399.0,564.0,573.4,,,B,recovery,clean,4.0,4.0,111.0,206.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163114Z-c8f106,378.0,387.0,pgboss,1
,,chaos_pool_exhaustion_procrastinate,,395.21849999999995,466.55,268.6643955731679,273.27887652222716,,,269.76384061937654,274.27843349560766,,,B,baseline,clean,,,65.0,105.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163503Z-c405e7,,,procrastinate,1
,,chaos_pool_exhaustion_procrastinate,,784.9745,863.404,263.0244495635975,275.37494272548787,,,263.7239871626111,275.57477940380824,,,B,exhaustion,pool-exhaustion,,,139.0,158.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163503Z-c405e7,,,procrastinate,1
,,chaos_pool_exhaustion_procrastinate,,1208.638,1325.8970000000002,266.79226326278973,274.36548123058225,,,267.8914113970102,274.96496880792506,,,B,recovery,clean,,,194.0,228.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163503Z-c405e7,,,procrastinate,1
,,chaos_pool_exhaustion_river,,54.0,56.0,239.6757233267769,244.8010739423114,,,239.19040155260487,244.8010739423114,,,B,baseline,clean,,,9.5,13.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163850Z-6e1075,,,river,1
,,chaos_pool_exhaustion_river,,54.0,55.0,240.69880646518885,245.78009879215267,,,240.69880176759625,245.98008259914383,,,B,exhaustion,pool-exhaustion,,,7.0,12.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163850Z-6e1075,,,river,1
,,chaos_pool_exhaustion_river,,54.0,54.0,239.69230864254152,245.96214667158938,,,239.5938045459593,246.3620851214619,,,B,recovery,clean,,,11.0,13.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T163850Z-6e1075,,,river,1
,,chaos_pool_exhaustion_pgque,,112.6095,113.19999999999999,599.5409523663765,610.2304591459831,114.077,114.54499999999999,600.6614428888367,601.4851860049515,,,B,baseline,clean,0.280071166343987,0.3009526990354061,0.0,0.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T164239Z-0e4faf,112.6095,113.19999999999999,pgque,1
,,chaos_pool_exhaustion_pgque,,113.667,114.297,600.7971806384385,603.6239833111728,115.086,115.65100000000001,600.6486232030883,601.3276460215615,,,B,exhaustion,pool-exhaustion,0.3135272301733494,0.3226619369039933,0.0,0.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T164239Z-0e4faf,113.667,114.297,pgque,1
,,chaos_pool_exhaustion_pgque,,113.971,114.805,600.8873332190076,603.8838465555868,115.4195,116.321,600.6669995607261,601.2420498938623,,,B,recovery,clean,0.29411804086218274,0.3023648013671239,0.0,0.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T164239Z-0e4faf,113.971,114.805,pgque,1
,,chaos_pool_exhaustion_pgmq,,471.5,808.0,601.3,602.4,479.0,814.0,601.5,602.0,,,B,baseline,clean,3.8960410866468234,4.069667100450214,3.0,7.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T164627Z-9fc4bc,471.5,808.0,pgmq,1
,,chaos_pool_exhaustion_pgmq,,71.5,407.0,601.6,606.2,108.5,414.0,601.8,606.0,,,B,exhaustion,pool-exhaustion,3.582669305615127,3.7074671126902103,3.0,6.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T164627Z-9fc4bc,71.5,407.0,pgmq,1
,,chaos_pool_exhaustion_pgmq,,192.5,407.0,601.6,602.4,204.0,414.0,601.6,602.0,,,B,recovery,clean,3.5464620450511575,3.5529090091586113,3.0,10.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_pool_exhaustion-20260508T164627Z-9fc4bc,192.5,407.0,pgmq,1
0.0,0.0,chaos_crash_recovery_awa,,123.519,145.023,601.3554387638821,666.3971296774988,126.047,147.071,599.9150511324841,740.0216860223474,,,B,baseline,clean,4.431,11.895,0.0,16.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T165012Z-da3f77,123.519,145.023,awa,2
0.0,0.0,chaos_crash_recovery_awa,,21.007,34.015,300.4963818556307,345.9971398492431,23.007,36.031,300.00170148724396,300.84089083539595,,,B,kill,kill-worker,0.8915,2.463,,,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T165012Z-da3f77,21.007,34.015,awa,2
0.0,0.0,chaos_crash_recovery_awa,,124.06299999999999,141.055,578.0532988195966,881.4292571961319,126.047,143.103,599.9681454459976,618.2606782611417,,,B,restart,start-worker,2.8049999999999997,15.079,0.0,15.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T165012Z-da3f77,124.06299999999999,141.055,awa,2
0.0,0.0,chaos_crash_recovery_awa,,127.039,171.007,589.4273370297774,703.8414496914866,129.023,173.055,598.6094919244954,672.233166656583,,,B,recovery,clean,2.037,16.327,0.0,15.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T165012Z-da3f77,127.039,171.007,awa,2
,,chaos_crash_recovery_absurd,,15107.0,21712.0,230.4,249.6,15108.5,21713.0,300.4,300.6,,,B,baseline,clean,4.242275492288172,4.912366159260273,4562.5,6508.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T165519Z-87e6a4,15107.0,21712.0,absurd,2
,,chaos_crash_recovery_absurd,,30232.5,37476.0,236.8,243.2,30233.5,37477.0,300.6,300.8,,,B,kill,kill-worker,4.177424474619329,4.188355058431625,,,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T165519Z-87e6a4,30232.5,37476.0,absurd,2
,,chaos_crash_recovery_absurd,,25006.5,38140.0,243.2,256.0,25007.5,38141.0,300.2,300.4,,,B,restart,start-worker,4.186777048744261,7.061145035549998,1807.0,3602.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T165519Z-87e6a4,25006.5,38140.0,absurd,2
,,chaos_crash_recovery_absurd,,19614.0,26429.0,236.8,243.2,19615.0,26430.0,300.4,300.8,,,B,recovery,clean,4.172976128757,4.179707961156964,5881.0,7944.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T165519Z-87e6a4,19614.0,26429.0,absurd,2
,,chaos_crash_recovery_oban,,17.0,53.0,273.37709729220444,283.68652538984406,,,273.2772371762868,283.68652538984406,,,B,baseline,clean,,,2.0,3.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170011Z-73d34d,,,oban,2
,,chaos_crash_recovery_oban,,16.0,16.0,139.04438224710117,146.14154338264694,,,135.74570171931228,142.74290283886447,,,B,kill,kill-worker,,,,,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170011Z-73d34d,,,oban,2
,,chaos_crash_recovery_oban,,15.0,128.0,265.89364254298283,318.10930896587575,,,259.9960015993603,322.10730984550787,,,B,restart,start-worker,,,1.0,4.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170011Z-73d34d,,,oban,2
,,chaos_crash_recovery_oban,,14.0,29.0,268.3783772119775,294.0521972302424,,,263.6811555609617,278.4886045581767,,,B,recovery,clean,,,2.0,3.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170011Z-73d34d,,,oban,2
,,chaos_crash_recovery_pgboss,,264.5,356.0,635.0999999999999,645.2,271.0,363.0,635.9,640.6,,,B,baseline,clean,5.0,6.0,50.0,132.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170503Z-1986e1,264.5,356.0,pgboss,2
,,chaos_crash_recovery_pgboss,,282.5,318.0,343.29999999999995,353.4,289.5,324.0,318.29999999999995,326.2,,,B,kill,kill-worker,5.0,5.0,,,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170503Z-1986e1,282.5,318.0,pgboss,2
,,chaos_crash_recovery_pgboss,,203.5,324.0,573.2,586.4,210.0,333.0,635.7,637.6,,,B,restart,start-worker,5.0,14.0,68.5,124.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170503Z-1986e1,203.5,324.0,pgboss,2
,,chaos_crash_recovery_pgboss,,407.0,505.0,740.4,760.0,413.0,512.0,633.4000000000001,640.2,,,B,recovery,clean,5.0,5.0,184.0,479.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170503Z-1986e1,407.0,505.0,pgboss,2
,,chaos_crash_recovery_procrastinate,,13.0685,13.536,345.98929343658165,359.4703350696095,,,345.6892833089562,359.87022646511355,,,B,baseline,clean,,,2.0,2.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170958Z-2484af,,,procrastinate,2
,,chaos_crash_recovery_procrastinate,,13.563,16.11,179.01196168890453,183.71250530996613,,,178.59634766073472,183.29961406462147,,,B,kill,kill-worker,,,,,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170958Z-2484af,,,procrastinate,2
,,chaos_crash_recovery_procrastinate,,18.73,135.32,257.9206627108981,364.67760868915116,,,205.7047911747339,287.47652396578025,,,B,restart,start-worker,,,1.0,2.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170958Z-2484af,,,procrastinate,2
,,chaos_crash_recovery_procrastinate,,19.730999999999998,38.491,251.35263841741425,282.824521453137,,,218.57077538915738,233.8514797897589,,,B,recovery,clean,,,1.0,2.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T170958Z-2484af,,,procrastinate,2
,,chaos_crash_recovery_river,,72.0,122.0,316.10253790458205,320.4166954347862,,,316.2058128121028,320.40405064507866,,,B,baseline,clean,,,10.0,12.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T171446Z-b69bb1,,,river,2
,,chaos_crash_recovery_river,,62.5,131.0,58.69650554679373,217.78439570449092,,,157.4920957819267,159.41298109469835,,,B,kill,kill-worker,,,,,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T171446Z-b69bb1,,,river,2
,,chaos_crash_recovery_river,,120.5,134.0,301.1879650464325,398.1691305234885,,,274.79257315123607,304.3707111007667,,,B,restart,start-worker,,,6.0,13.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T171446Z-b69bb1,,,river,2
,,chaos_crash_recovery_river,,47.0,134.0,382.7297310279388,423.79561452278926,,,302.3139450391436,309.999306348744,,,B,recovery,clean,,,14.5,20.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T171446Z-b69bb1,,,river,2
,,chaos_crash_recovery_pgque,,114.4735,115.518,599.3766122825529,636.8389092390653,115.8095,116.825,599.9554723394403,601.0316249561199,,,B,baseline,clean,0.7248135017497199,0.7383501423256738,0.0,0.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T171937Z-4caa5b,114.4735,115.518,pgque,2
,,chaos_crash_recovery_pgque,,112.451,113.43599999999999,161.73944500011336,246.24980072735525,113.6695,114.762,300.2577749514046,300.3728307331243,,,B,kill,kill-worker,0.6578171492687294,0.7160744363708156,,,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T171937Z-4caa5b,112.451,113.43599999999999,pgque,2
,,chaos_crash_recovery_pgque,,116.6325,130.20499999999998,571.950766551932,823.1374889525587,117.93100000000001,131.439,599.9013072553159,758.6312958870151,,,B,restart,start-worker,0.7305993598752788,1.390073128277436,0.0,60.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T171937Z-4caa5b,116.6325,130.20499999999998,pgque,2
,,chaos_crash_recovery_pgque,,119.0,146.146,584.612643005404,609.3954998978326,120.375,147.428,600.3418404511394,605.2710086861443,,,B,recovery,clean,0.7846222059535128,3.0608136439695954,0.0,7.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T171937Z-4caa5b,119.0,146.146,pgque,2
,,chaos_crash_recovery_pgmq,,44.0,401.0,300.3,306.20000000000005,78.0,408.0,300.4,307.2,,,B,baseline,clean,4.285795032046735,4.322173073887825,2.0,6.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T172427Z-74deeb,44.0,401.0,pgmq,2
,,chaos_crash_recovery_pgmq,,42.0,401.0,177.9,191.0,48.0,408.0,300.6,305.0,,,B,kill,kill-worker,4.295213031582534,4.515473963692784,,,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T172427Z-74deeb,42.0,401.0,pgmq,2
,,chaos_crash_recovery_pgmq,,42.5,48.0,221.6,235.0,53.0,91.0,300.2,303.2,,,B,restart,start-worker,4.3570781126618385,7.245968095958233,1.5,3.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T172427Z-74deeb,42.5,48.0,pgmq,2
,,chaos_crash_recovery_pgmq,,37.0,47.0,221.5,246.6,45.0,96.0,300.4,301.4,,,B,recovery,clean,4.26862295717001,4.452856024727225,1.0,3.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_crash_recovery-20260508T172427Z-74deeb,37.0,47.0,pgmq,2
0.0,0.0,chaos_repeated_kills_awa,,143.103,145.023,597.1006908261243,634.8334173146234,145.023,147.071,599.4163597996247,601.7395498183023,,,B,baseline,clean,4.8955,16.479,7.0,16.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T172914Z-23cdfe,143.103,145.023,awa,2
0.0,0.0,chaos_repeated_kills_awa,,141.567,146.047,598.0151167722775,816.3385500930636,143.615,148.095,599.9299410852193,618.0416082071392,,,B,repeated,repeated-kill,15.099,18.367,0.0,7.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T172914Z-23cdfe,141.567,146.047,awa,2
0.0,0.0,chaos_repeated_kills_awa,,139.007,142.079,593.8658251777209,666.8230122681098,141.055,144.127,599.993234688636,609.0273620320207,,,B,recovery,clean,5.593,13.543,3.5,8.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T172914Z-23cdfe,139.007,142.079,awa,2
,,chaos_repeated_kills_absurd,,15136.5,22572.0,217.6,249.6,15137.5,22573.0,300.4,300.8,,,B,baseline,clean,4.096567980013788,4.103475017473102,4559.0,6778.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T173416Z-3e3122,15136.5,22572.0,absurd,2
,,chaos_repeated_kills_absurd,,24625.5,27582.0,230.4,275.2,24626.5,27583.0,300.0,300.8,,,B,repeated,repeated-kill,4.276443039998412,4.9707728903740644,689.5,8099.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T173416Z-3e3122,24625.5,27582.0,absurd,2
,,chaos_repeated_kills_absurd,,7908.0,14363.0,243.2,249.6,7909.0,14364.0,300.2,307.4,,,B,recovery,clean,4.214647458866239,4.488823935389519,2401.0,4306.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T173416Z-3e3122,7908.0,14363.0,absurd,2
,,chaos_repeated_kills_oban,,16.5,27.0,276.0895641743303,284.2862854858057,,,276.2894842063175,284.08636545381853,,,B,baseline,clean,,,2.0,3.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T173904Z-e06bf5,,,oban,2
,,chaos_repeated_kills_oban,,15.5,104.0,265.2205664424892,382.0977907577221,,,264.1197470222069,371.10234890247057,,,B,repeated,repeated-kill,,,3.0,6.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T173904Z-e06bf5,,,oban,2
,,chaos_repeated_kills_oban,,59.5,67.0,241.703318672531,266.09356257497006,,,260.3089737910075,275.08996401439424,,,B,recovery,clean,,,4.5,7.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T173904Z-e06bf5,,,oban,2
,,chaos_repeated_kills_pgboss,,291.0,292.0,635.4000000000001,641.2,296.0,298.0,635.9,638.8,,,B,baseline,clean,6.0,6.0,48.5,128.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T174357Z-1cd893,291.0,292.0,pgboss,2
,,chaos_repeated_kills_pgboss,,385.5,567.0,593.9000000000001,782.4,392.0,573.0,632.3000000000001,644.6,,,B,repeated,repeated-kill,5.17741935483871,102.0,47.0,1104.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T174357Z-1cd893,385.5,567.0,pgboss,2
,,chaos_repeated_kills_pgboss,,438.0,512.0,628.6,676.0,444.0,518.0,633.0,644.4000000000001,,,B,recovery,clean,5.0,8.0,115.5,775.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T174357Z-1cd893,438.0,512.0,pgboss,2
,,chaos_repeated_kills_procrastinate,,28.559,36.205,336.29041964248216,347.8860114803641,,,224.22682973997897,231.92417544811428,,,B,baseline,clean,,,1.5,2.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T174854Z-641742,,,procrastinate,2
,,chaos_repeated_kills_procrastinate,,82.711,431.873,115.57278459649005,478.33204349033576,,,117.65748026987113,241.35490992543066,,,B,repeated,repeated-kill,,,1.0,3.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T174854Z-641742,,,procrastinate,2
,,chaos_repeated_kills_procrastinate,,150.4295,152.242,59.490890993905595,71.78625671994067,,,84.27320824031311,89.7727648790941,,,B,recovery,clean,,,1.0,2.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T174854Z-641742,,,procrastinate,2
,,chaos_repeated_kills_river,,85.0,109.0,213.70956544542784,423.0436045935755,,,296.29844149085704,305.00866997436356,,,B,baseline,clean,,,6.0,9.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T175342Z-1a5bbf,,,river,2
,,chaos_repeated_kills_river,,70.0,158.0,214.18634673556994,415.7902390375889,,,248.49835647588878,300.0019249865393,,,B,repeated,repeated-kill,,,5.5,12.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T175342Z-1a5bbf,,,river,2
,,chaos_repeated_kills_river,,32.5,38.0,232.99617663969622,367.6176953752863,,,264.79448148747827,269.58646473033116,,,B,recovery,clean,,,9.0,20.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T175342Z-1a5bbf,,,river,2
,,chaos_repeated_kills_pgque,,134.14249999999998,140.768,602.4628952892292,621.8088576516726,135.3325,141.993,600.7496357286782,601.3109509960605,,,B,baseline,clean,0.9169751512152808,1.1978925031144172,0.0,0.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/chaos_repeated_kills-20260508T175831Z-87c852,134.14249999999998,140.768,pgque,2
